Entity Name,Gene Symbol,EnsemblId(GRch37),Phenotypes
ATP2B3,ATP2B3,ENSG00000067842,"?Spinocerebellar ataxia, X-linked 1 302500"
ATP5A1,ATP5A1,ENSG00000152234,"?Combined oxidative phosphorylation deficiency 22 616045;?Mitochondrial complex (ATP synthase) deficiency, nuclear type 4 615228"
ATP5B,ATP5B,ENSG00000110955,No OMIM phenotype
ATP5C1,ATP5C1,ENSG00000165629,No OMIM phenotype
ATP5D,ATP5D,ENSG00000099624,"Mitochondrial complex V (ATP synthase) deficiency, 618120"
ATP5E,ATP5E,ENSG00000124172,"?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3 614053"
ATP5F1,ATP5F1,ENSG00000116459,No OMIM phenotype
ATP5G1,ATP5G1,ENSG00000159199,No OMIM phenotype
ATP5G2,ATP5G2,ENSG00000135390,No OMIM phenotype
ATP5G3,ATP5G3,ENSG00000154518,No OMIM phenotype
ATP5H,ATP5H,ENSG00000167863,No OMIM phenotype
ATP5I,ATP5I,ENSG00000169020,No OMIM phenotype
ATP5J,ATP5J,ENSG00000154723,No OMIM phenotype
ATP5J2,ATP5J2,ENSG00000241468,No OMIM phenotype
ATP5L,ATP5L,ENSG00000167283,No OMIM phenotype
ATP5L2,ATP5L2,ENSG00000249222,No OMIM phenotype
ATP5O,ATP5O,ENSG00000241837,No OMIM phenotype
ATP6AP1,ATP6AP1,ENSG00000071553,
ATP6AP2,ATP6AP2,ENSG00000182220,"Mental retardation, X-linked, syndromic, Hedera type"
ATP6V0A2,ATP6V0A2,ENSG00000185344,"Wrinkly skin syndrome 219200;Cutis laxa, autosomal recessive, type IIA"
ATP6V1A,ATP6V1A,ENSG00000114573,"Epileptic encephalopathy, infantile or early childhood, 3 618012;Cutis laxa, autosomal recessive, type IID 617403"
ATP6V1B1,ATP6V1B1,ENSG00000116039,DISTAL RENAL TUBULAR ACIDOSIS WITH DEAFNESS
ATP6V1B2,ATP6V1B2,ENSG00000147416,ZIMMERMANN-LABAND SYNDROME
ATP6V1E1,ATP6V1E1,ENSG00000131100,Mutations in ATP6V1E1 or ATP6V1A Cause Autosomal Recessive Cutis Laxa
ATP7A,ATP7A,ENSG00000165240,"MENKES DISEASE;OCCIPITAL HORN SYNDROME;SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKED 3"
ATP7B,ATP7B,ENSG00000123191,Wilson disease 277900
ATP8A2,ATP8A2,ENSG00000132932,
ATP8B1,ATP8B1,ENSG00000081923,ATP8B1-RELATED INTRAHEPATIC CHOLESTASIS
ATPAF1,ATPAF1,ENSG00000123472,No OMIM phenotype
ATPAF2,ATPAF2,ENSG00000171953,
ATR,ATR,ENSG00000175054,SECKEL SYNDROME TYPE 1
ATRIP,ATRIP,ENSG00000164053,"microcephaly, micrognathia, small ear lobes, dental crowding"
ATRX,ATRX,ENSG00000085224,MENTAL RETARDATION SYNDROMIC X-LINKED WITH HYPOTONIC FACIES SYNDROME TYPE 1;ALPHA-THALASSEMIA MENTAL RETARDATION SYNDROME X-LINKED NON-DELETION TYPE
ATXN1,ATXN1,ENSG00000124788,"Spinocerebellar ataxia 1, 164400"
ATXN10,ATXN10,ENSG00000130638,"Spinocerebellar ataxia 10, 603516"
ATXN2,ATXN2,ENSG00000204842,"Spinocerebellar ataxia 2 183090; {Amyotrophic lateral sclerosis, susceptibility to, 13} 183090"
ATXN3,ATXN3,ENSG00000066427,Machado-Joseph disease 109150
ATXN3L,ATXN3L,ENSG00000123594,
ATXN7,ATXN7,ENSG00000163635,"Spinocerebellar ataxia 7, 164500"
AUH,AUH,ENSG00000148090,3-METHYLGLUTACONIC ACIDURIA TYPE 1
AUTS2,AUTS2,ENSG00000158321,SYNDROMIC INTELLECTUAL DISABILITY
AVP,AVP,ENSG00000101200,
AVPR2,AVPR2,ENSG00000126895,
AWAT2,AWAT2,ENSG00000147160,
AXIN1,AXIN1,ENSG00000103126,CAUDAL DUPLICATION ANOMALY 607864
AXL,AXL,,
B2M,B2M,ENSG00000166710,"Immunodeficiency 43,241600;Immunodeficiency by defective expression of HLA class 1;Sinopulmonary infections, cutaneous granulomas. Absent _2m associated proteins MHC-I, CD1a, CD1b, CD1c;Immunodeficiencies affecting cellular and humoral immunity"
B3GALNT2,B3GALNT2,ENSG00000162885,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11"
B3GALT6,B3GALT6,ENSG00000176022,SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY TYPE 1;EHLERS-DANLOS SYNDROME
B3GALTL,B3GALTL,,
B3GAT3,B3GAT3,ENSG00000149541,"Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects 245600"
B3GLCT,B3GLCT,ENSG00000187676,PETERS-PLUS SYNDROME 261540
B4GALNT1,B4GALNT1,ENSG00000135454,"Spastic paraplegia 26, autosomal recessive, 609195"
B4GALT1,B4GALT1,ENSG00000086062,
B4GALT7,B4GALT7,ENSG00000027847,EHLERS-DANLOS SYNDROME PROGEROID TYPE
B4GAT1,B4GAT1,ENSG00000174684,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13  615287  "
B9D1,B9D1,ENSG00000108641,MECKEL SYNDROME 9
B9D2,B9D2,ENSG00000123810,"Meckel syndrome;Joubert syndrome;Meckel syndrome 10, 614175;ciliopathies"
BAAT,BAAT,ENSG00000136881,"Neonatal and Adult Cholestasis;Hypercholanemia, Familial;Hypercholanemia, familial, 607748;cholestasis;fat soluble vitamin deficiency"
BACH2,BACH2,ENSG00000112182,"Lymphocytic colitis, sinopulmonary infections;Diseases of Immune Dysregulation;infantile onset enterocolitis;hypogammaglobulinaemia;BACH2-related immunodeficiency and autoimmunity (BRIDA)"
BAG3,BAG3,ENSG00000151929,"Myopathy, myofibrillar, 6, 612954"
BANF1,BANF1,ENSG00000175334,NESTOR-GUILLERMO PROGERIA SYNDROME
BAP1,BAP1,,
BARD1,BARD1,,
BBIP1,BBIP1,ENSG00000214413,"?Bardet-Biedl syndrome 18, 615995"
BBS1,BBS1,ENSG00000174483,BARDET-BIEDL SYNDROME TYPE 1
BBS10,BBS10,ENSG00000179941,BARDET-BIEDL SYNDROME TYPE 10
BBS12,BBS12,ENSG00000181004,BARDET-BIEDL SYNDROME TYPE 12
BBS2,BBS2,ENSG00000125124,BARDET-BIEDL SYNDROME TYPE 2
BBS4,BBS4,ENSG00000140463,BARDET-BIEDL SYNDROME TYPE 4
BBS5,BBS5,ENSG00000163093,BARDET-BIEDL SYNDROME TYPE 5
BBS7,BBS7,ENSG00000138686,BARDET-BIEDL SYNDROME TYPE 7
BBS9,BBS9,ENSG00000122507,BARDET-BIEDL SYNDROME TYPE 9
BCAP31,BCAP31,ENSG00000185825,"DEAFNESS, DYSTONIA, AND CENTRAL HYPOMYELINATION WITH DISORGANIZATION OF THE GOLGI APPARATUS"
BCAT1,BCAT1,ENSG00000060982,Branched-chain amino acid transferase (Disorder of branched-chain amino acid metabolism not classified as organic aciduria)
BCAT2,BCAT2,ENSG00000105552,Branched-chain amino acid transferase (Disorder of branched-chain amino acid metabolism not classified as organic aciduria)
BCKDHA,BCKDHA,ENSG00000248098,MAPLE SYRUP URINE DISEASE
BCKDHB,BCKDHB,ENSG00000083123,MAPLE SYRUP URINE DISEASE
BCKDK,BCKDK,ENSG00000103507,
BCL10,BCL10,ENSG00000142867,"?Immunodeficiency 37, 616098;Combined immunodeficiency with B cell, T cell, and fibroblast defects;Recurrent bacterial and viral infections, candidiasis, gastroenteritis;Immunodeficiencies affecting cellular and humoral immunity"
BCL11A,BCL11A,ENSG00000119866,INTELLECTUAL DISABILITY
BCL11B,BCL11B,ENSG00000127152,"Intellectual disability;Intellectual developmental disorder with dysmorphic facies, speech delay, and T-cell abnormalities, 618092"
BCL9,BCL9,,
BCL9L,BCL9L,ENSG00000186174,Heterotaxy
BCOR,BCOR,ENSG00000183337,MICROPHTHALMIA SYNDROMIC TYPE 2
BCORL1,BCORL1,ENSG00000085185,"Intellectual disability and seizures;Shukla-Vernon syndrome, 301029"
BCS1L,BCS1L,ENSG00000074582,"GRACILE SYNDROME;GRACILE syndrome, 603358"
BDH1,BDH1,ENSG00000161267,
BDNF,BDNF,ENSG00000176697,"Central hypoventilation syndrome, congenital, 209880"
BDP1,BDP1,ENSG00000145734,
BEAN1,BEAN1,ENSG00000166546,Spinocerebellar ataxia 31 117210
BEST1,BEST1,,
BET1,BET1,ENSG00000105829,Congenital muscular dystrophy with epilepsy
BFSP2,BFSP2,ENSG00000170819,CATARACT AUTOSOMAL DOMINANT BFSP2-RELATED
BGN,BGN,ENSG00000182492,"Severe syndromic form of thoracic aortic aneurysm & dissection;X-Linked Spondyloepimetaphyseal Dysplasia;Meester-Loeys syndrome, 300989;Spondyloepimetaphyseal dysplasia, X-linked, 300106"
BHLHA9,BHLHA9,ENSG00000205899,"SPLIT HAND AND FOOT MALFORMATION;MESOAXIAL SYNOSTOTIC SYNDACTYLY WITH PHALANGEAL REDUCTION, MALIK-PERCIN TYPE"
BICC1,BICC1,ENSG00000122870,"{Renal dysplasia, cystic, susceptibility to}, 601331"
BICD2,BICD2,ENSG00000185963,"PROXIMAL SPINAL MUSCULAR ATROPHY WITH AUTOSOMAL-DOMINANT INHERITANCE;Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant, 618291;arthrogryposis multiplex congenita (AMC);reduced fetal movements;hydrops fetalis;Pterygium"
BIN1,BIN1,ENSG00000136717,CENTRONUCLEAR MYOPATHY 2
BLM,BLM,ENSG00000197299,BLOOM SYNDROME
BLNK,BLNK,ENSG00000095585,"Agammaglobulinemia 4, 613502;agammaglobulinaemia with absent B cells;Agammaglobulinemia 4;Agammaglobulinemia;Severe bacterial infections, normal numbers of pro-B cells;Predominantly Antibody Deficiencies"
BLOC1S3,BLOC1S3,ENSG00000189114,614077 Hermansky-Pudlak syndrome 8
BLOC1S6,BLOC1S6,ENSG00000104164,HERMANSKY-PUDLAK SYNDROME 9
BMP1,BMP1,ENSG00000168487,Osteogenesis imperfecta type XIII 614856
BMP15,BMP15,ENSG00000130385,Ovarian dysgenesis 2 300510; Premature ovarian failure 4 300510
BMP2,BMP2,ENSG00000125845,"Short stature, palatal anomalies, congenital heart disease, and skeletal malformations;Brachydactyly, type A2 112600"
BMP4,BMP4,ENSG00000125378,"MICROPHTHALMIA, SYNDROMIC 6;OROFACIAL CLEFT 11"
BMPER,BMPER,ENSG00000164619,DIAPHANOSPONDYLODYSOSTOSIS
BMPR1A,BMPR1A,,
BMPR1B,BMPR1B,ENSG00000138696,BRACHYDACTYLY TYPE A2
BMPR2,BMPR2,,
BNC2,BNC2,ENSG00000173068,"Posterior urethral valves;PUV;Congenital lower urinary-tract obstruction;Lower urinary tract obstruction, congenital, 618612"
BOLA1,BOLA1,ENSG00000178096,No OMIM phenotype
BOLA2,BOLA2,ENSG00000183336,No OMIM phenotype
BOLA3,BOLA3,ENSG00000163170,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2
BPGM,BPGM,,
BPIFB6,BPIFB6,ENSG00000167104,BACTERICIDAL PERMEABILITY-INCREASING PROTEIN-LIKE 3
BPTF,BPTF,ENSG00000171634,"Developmental and Speech Delay, Postnatal Microcephaly, and Dysmorphic Features"
BRAF,BRAF,ENSG00000157764,CARDIOFACIOCUTANEOUS SYNDROME;LEOPARD SYNDROME TYPE 3;NOONAN SYNDROME TYPE 7
BRAT1,BRAT1,ENSG00000106009,LETHAL NEONATAL RIGIDITY AND SEIZURE SYNDROME
BRCA1,BRCA1,ENSG00000012048,INTELLECTUAL DISABILITY
BRCA2,BRCA2,ENSG00000139618,FANCONI ANEMIA COMPLEMENTATION GROUP D TYPE 1
BRD4,BRD4,ENSG00000141867,Intellectual disability;Microcephaly;Abnormal heart morphology;Abnormality of the face
BRF1,BRF1,ENSG00000185024,"Cerebellofaciodental syndrome, 616202;intellectual disability"
BRIP1,BRIP1,ENSG00000136492,"FANCONI ANEMIA, COMPLEMENTATION GROUP J"
BRPF1,BRPF1,ENSG00000156983,BRPF1 associated syndromic intellectual disability with ptosis
BRSK2,BRSK2,ENSG00000174672,"Global developmental delay;Autism;Behavioral abnormality;Global developmental delay, Intellectual disability, Autism, Behavioral abnormality;Intellectual disability"
BRWD3,BRWD3,ENSG00000165288,MENTAL RETARDATION X-LINKED TYPE 93
BSCL2,BSCL2,ENSG00000168000,"Silver spastic paraplegia syndrome, 270685"
BSND,BSND,ENSG00000162399,BARTTER SYNDROME TYPE 4A
BTD,BTD,ENSG00000169814,BIOTINIDASE DEFICIENCY
BTK,BTK,ENSG00000010671,"Agammaglobulinemia and isolated hormone deficiency 307200; Agammaglobulinemia, X-linked 1 300755"
BTRC,BTRC,ENSG00000166167,Split-hand split-foot malformation 3
BUB1B,BUB1B,ENSG00000156970,MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1
BVES,BVES,ENSG00000112276,"Muscular dystrophy, limb-girdle, type 2X, 616812;limb girdle muscular dystrophy;cardiac arrhythmia"
C10ORF2,C10ORF2,,
C11orf70,C11orf70,ENSG00000137691,PRIMARY CILIARY DYSKINESIA
C12orf4,C12orf4,ENSG00000047621,Autosomal recessive intellectual disability
C12orf57,C12orf57,ENSG00000111678,"COLOBOMA, HYPOPLASTIC CORPUS CALLOSUM AND INTELLECTUAL DISABILITY;TEMTAMY SYNDROME"
C12orf65,C12orf65,ENSG00000130921,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7
C15ORF41,C15ORF41,,
C15orf41,C15orf41,ENSG00000186073,"Congenital Dyserythropoietic Anemia;Dyserythropoietic anemia, congenital, type Ib 615631"
C17orf62,C17orf62,ENSG00000178927,Autosomal recessive CGD EROS;Congenital defects of phagocyte number or function
C19orf12,C19orf12,ENSG00000131943,"Spastic paraplegia 43, autosomal recessive, 615043;Neurodegeneration with brain iron accumulation 4, 614298"
C19orf70,C19orf70,ENSG00000174917,"Combined oxidative phosphorylation deficiency 37, 618329"
C1GALT1C1,C1GALT1C1,ENSG00000171155,"COSMC-CDG (Disorders of protein O-glycosylation, O-N-acetylgalactosaminylglycan synthesis deficiencies);Tn polyagglutination syndrome, somatic;Tn polyagglutination syndrome, somatic 300622"
C1QA,C1QA,ENSG00000173372,"C1q deficiency, 613652;Complement component 1 deficiency;Immunodeficiency due to a classical component pathway complement deficiency;SLE, infections with encapsulated organisms;Complement Deficiencies"
C1QB,C1QB,ENSG00000173369,"Immunodeficiency due to an early component of complement deficiency, 613652;C1q deficiency;Complement component 1 deficiency;SLE;lupus-like disease;susceptibility to invasive bacterial infection;SLE, infections with encapsulated organisms;Complement Deficiencies"
C1QBP,C1QBP,ENSG00000108561,"Severe Neonatal-, Childhood-, or Later-Onset Cardiomyopathy Associated with Combined Respiratory-Chain Deficiencies"
C1QC,C1QC,ENSG00000159189,"C1q deficiency, 613652;Complement component 1 deficiency;Immunodeficiency due to a classical component pathway complement deficiency;SLE, infections with encapsulated organisms;Complement Deficiencies"
C1QTNF5,C1QTNF5,,
C1R,C1R,ENSG00000159403,"C1r/C1s deficiency, combined, Lupus;Complement component 1 deficiency;Immunodeficiency due to a classical component pathway complement deficiency;SLE;pyogenic infections;SLE, infections with encapsulated organisms, Ehlers Danlos phenotype;Complement Deficiencies"
C1S,C1S,ENSG00000182326,"C1s deficiency, 613783;C1s deficiency, Lupus;Complement component 1 deficiency;SLE;pyogenic infections;SLE, infections with encapsulated organisms, Ehlers Danlos phenotype;Complement Deficiencies"
C2,C2,ENSG00000166278,"Complement Component C2 Deficiency;C2 deficiency, 217000;Immunodeficiency due to C1, C4, or C2 component complement deficiency;Lupus;SLE, infections with encapsulated organisms, atherosclerosis;Complement Deficiencies"
C21orf2,C21orf2,ENSG00000160226,Axial Spondylometaphyseal Dysplasia
C21orf59,C21orf59,ENSG00000159079,PRIMARY CILIARY DYSKINESIA
C2CD3,C2CD3,ENSG00000168014,OROFACIODIGITAL SYNDROME XIV
C2orf71,C2orf71,ENSG00000179270,RETINITIS PIGMENTOSA 54
C3,C3,ENSG00000125730,"C3 deficiency 613779 AR;{Hemolytic uremic syndrome, atypical, susceptibility to, 5} 612925 AD"
C3orf58,C3orf58,ENSG00000181744,
C4A,C4A,ENSG00000244731,"C4a deficiency, 614380;Complement component 4 deficiency;Immunodeficiency due to a classical component pathway complement deficiency;SLE predisposition;infections with encapsulated organisms;SLE, infections with encapsulated organisms , partial deficiency is common (either C4A or C4B) and appears to have a modest effect on host defense;Complement Deficiencies"
C4B,C4B,ENSG00000224389,"C4B deficiency, 614379;SLE predisposition;SLE, infections with encapsulated organisms , partial deficiency is common (either C4A or C4B) and appears to have a modest effect on host defense;Complement Deficiencies"
C4orf26,C4orf26,ENSG00000174792,"Amelogenesis imperfecta, type IIA4, 614832"
C5,C5,ENSG00000106804,"C5 deficiency, 609536;Complement component 5 deficiency;Susceptibility to invasive bacterial infection, especially meningococcal;Disseminated neisserial infections;Complement Deficiencies"
C5orf42,C5orf42,ENSG00000197603,JOUBERT SYNDROME
C6,C6,ENSG00000039537,"C6 deficiency, 612446;Complement component 6 deficiency;Susceptibility to invasive bacterial infection, especially meningococcal;Disseminated neisserial infections;Complement Deficiencies"
C7,C7,ENSG00000112936,"C7 deficiency, 610102;Complement component 7 deficiency;Susceptibility to invasive bacterial infection, especially meningococcal;Disseminated neisserial infections;Complement Deficiencies"
C8A,C8A,ENSG00000157131,"C8 deficiency, type I, 613790;Complement component 8 deficiency;Susceptibility to invasive bacterial infection, especially meningococcal;Disseminated neisserial infections;Complement Deficiencies"
C8B,C8B,ENSG00000021852,"C8 deficiency, type II, 613789;Complement component 8 deficiency;Susceptibility to invasive bacterial infection, especially meningococcal;Disseminated neisserial infections;Complement Deficiencies"
C8G,C8G,ENSG00000176919,Complement Deficiencies;Disseminated neisserial infections;Complement component 8 deficiency;Complement factor 8 defect
C8orf37,C8orf37,ENSG00000156172,CONE-ROD DYSTROPHY 16
C9,C9,ENSG00000113600,"C9 deficiency, 613825;Complement component 9 deficiency;Susceptibility to invasive bacterial infection, especially meningococcal;Mild susceptibility to disseminated neisserial infections;Complement Deficiencies"
C9orf72,C9orf72,ENSG00000147894,Frontotemporal dementia and/or amyotrophic lateral sclerosis 1 105550
CA2,CA2,ENSG00000104267,OSTEOPETROSIS AUTOSOMAL RECESSIVE TYPE 3
CA4,CA4,,
CA5A,CA5A,ENSG00000174990,HYPERAMMONEMIA DUE TO CARBONIC ANHYDRASE VA DEFICIENCY
CA8,CA8,ENSG00000178538,CEREBELLAR ATAXIA MENTAL RETARDATION AND DYSEQUILIBRIUM SYNDROME TYPE 3
CABP4,CABP4,,
CACNA1A,CACNA1A,ENSG00000141837,EPILEPTIC ENCEPHALOPATHY
CACNA1B,CACNA1B,ENSG00000148408,"Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements, 618497;Global developmental delay;Developmental regression;Seizures;Intellectual disability;Abnormality of movement;Progressive Epilepsy-Dyskinesia"
CACNA1C,CACNA1C,ENSG00000151067,TIMOTHY SYNDROME
CACNA1D,CACNA1D,ENSG00000157388,"PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES;SINOATRIAL NODE DYSFUNCTION AND DEAFNESS"
CACNA1E,CACNA1E,ENSG00000198216,"Developmental and Epileptic Encephalopathy with Contractures Macrocephaly and Dyskinesias;Epileptic Encephalopathy with Contractures, Macrocephaly, and Dyskinesia"
CACNA1F,CACNA1F,ENSG00000102001," Aland Island eye disease 300600 XL; Cone-rod dystrophy, X-linked, 3 300476 XLR; Night blindness, congenital stationary (incomplete), 2A, X-linked 300071"
CACNA1G,CACNA1G,ENSG00000006283,Spinocerebellar ataxia 42 616795
CACNA1H,CACNA1H,ENSG00000196557,
CACNA1S,CACNA1S,ENSG00000081248,"{Malignant hyperthermia susceptibility 5}, 601887"
CACNA2D1,CACNA2D1,,
CACNA2D2,CACNA2D2,ENSG00000007402,"Absence epilepsy;Cerebellar atrophy with seizures and variable developmental delay, 618501"
CACNA2D3,CACNA2D3,ENSG00000157445,
CACNA2D4,CACNA2D4,,
CACNB2,CACNB2,,
CACNB4,CACNB4,ENSG00000182389,
CACNG2,CACNG2,ENSG00000166862,"?Mental retardation, autosomal dominant 10 614256"
CAD,CAD,ENSG00000084774,Uridine-responsive epileptic encephalopathy
CALR,CALR,ENSG00000179218,"Myelofibrosis;Essential thrombocythemia (ET);Myelofibrosis, somatic, 254450;Thrombocythemia, somatic,187950"
CAMK2A,CAMK2A,ENSG00000070808,INTELLECTUAL DISABILITY
CAMK2B,CAMK2B,ENSG00000058404,INTELLECTUAL DISABILITY
CAMK2G,CAMK2G,ENSG00000148660,Early infantile epileptic encephalopathy
CAMTA1,CAMTA1,ENSG00000171735,"CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION"
CANT1,CANT1,ENSG00000171302,
CAP1,CAP1,ENSG00000131236,
CAPN1,CAPN1,ENSG00000014216,"Spastic paraplegia 76 autosomal recessive, 616907"
CAPN10,CAPN10,ENSG00000142330,"{Diabetes mellitus, noninsulin-dependent 1} 601283"
CAPN3,CAPN3,ENSG00000092529,"Muscular dystrophy, limb-girdle, type 2A, 253600;Limb-Girdle Muscular Dystrophy, Recessive; Limb-girdle muscular dystrophy"
CAPN5,CAPN5,,
CAPRIN1,CAPRIN1,ENSG00000135387,AUTISM OR INTELLECTUAL DISABILITY
CARD11,CARD11,ENSG00000198286,"Immunodeficiency 11A, 615206 (AR);CARD11 deficiency;Predominantly antibody deficiencies;Atypical Severe Combined Immunodeficiency (Atypical SCID);Combined immunodeficiency;Autoimmune lymphoproliferative syndrome (ALPS);B cell expansion with NFKB and T cell anergy (BENTA) (AD), 616452;immunodeficiency 11B with atopic dermatitis (AD), 617638;Severe atopy, recurrent infections;Combined immunodeficiencies with associated or syndromic features;Splenomegaly, lymphadenopathy, poor vaccine response;Predominantly Antibody Deficiencies;Pneumocystis jirovecii pneumonia, bacterial and viral infections;Immunodeficiencies affecting cellular and humoral immunity"
CARD14,CARD14,ENSG00000141527,"CARD14 mediated psoriasis;Psoriasis 2, 602723;Pityriasis rubra pilaris,173200;Other autoinflammatory diseases with known genetic defect;Psoriasis;Autoinflammatory Disorders;immune dysregulation"
CARD9,CARD9,ENSG00000187796,"Candidiasis, familial, 2;212050;CARD9 deficiency;Predisposition to invasive fungal disease due to CARD9 deficiency;Invasive candidiasis infection, deep dermatophytoses, other invasive fungal infections;Defects in Intrinsic and Innate Immunity"
CARMIL2,CARMIL2,ENSG00000159753,"Combined immunodeficiency;warts, molluscum contagiosum, and T cell dysfunction;EBV+ disseminated smooth muscle tumours;Recurrent bacterial, fungal and mycobacterial infections, viral warts, molluscum and EBV lymphoproliferative and other malignancy, atopy;Diseases of Immune Dysregulation"
CARS,CARS,ENSG00000110619,Brittle hair;Fragile nails;Microcephaly;Neurodevelopmental delay
CARS2,CARS2,ENSG00000134905,Epileptic encephalopathy with complex movement disorder and regression
CASK,CASK,ENSG00000147044,MRX WITH/WITHOUT NYSTAGMUS;MENTAL RETARDATION X-LINKED CASK-RELATED;FG SYNDROME TYPE 4
CASP10,CASP10,ENSG00000003400,"Autoimmune lymphoproliferative syndrome, type II, 603909;Autoimmune lymphoproliferative syndrome (ALPS);Adenopathies, splenomegaly, autoimmunity;Diseases of Immune Dysregulation"
CASP2,CASP2,ENSG00000106144,Autosomal recessive mental retardation
CASP8,CASP8,ENSG00000064012,"Caspase-8 deficiency state;CEDS;Immunodeficiency due to CASP8 deficiency;Caspase 8 deficiency;Autoimmune lymphoproliferative syndrome (ALPS);?Autoimmune lymphoproliferative syndrome, type IIB, 607271;Adenopathies, splenomegaly, bacterial and viral infections, hypogammaglobulinemia;Diseases of Immune Dysregulation"
CASQ1,CASQ1,ENSG00000143318,"Myopathy, vacuolar, with CASQ1 aggregates, 616231"
CASQ2,CASQ2,,
CASR,CASR,ENSG00000036828,"Hypocalciuric hypercalcemia, type I, 145980Hyperparathyroidism, neonatal, 239200Hypocalcemia, autosomal dominant, 601198Hypocalcemia, autosomal dominant, with Bartter syndrome, 601198{Epilepsy idiopathic generalized, susceptibility to, 8}, 612899Hypercalciuric hypercalcemia{Calcium, serum level of}"
CAT,CAT,ENSG00000121691,
CAV1,CAV1,ENSG00000105974,CONGENITAL GENERALIZED LIPODYSTROPHY TYPE 3 612526
CAV3,CAV3,ENSG00000182533,"Limb-Girdle Muscular Dystrophy, Dominant;Muscular dystrophy, limb-girdle, type IC, 607801;Rippling muscle disease, 606072;Creatine phosphokinase, elevated serum, 123320;Myopathy, distal, Tateyama type, 614321;Cardiomyopathy, familial hypertrophic, 192600; Limb-girdle muscular dystrophy"
CAVIN1,CAVIN1,ENSG00000177469,"Lipodystrophy, congenital generalized, type 4  613327"
CBL,CBL,ENSG00000110395,NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MEYLOMONOCYTIC LEUKEMIA
CBLB,CBLB,ENSG00000114423,Acute myeloid leukaemia (AML)
CBLC,CBLC,ENSG00000142273,Chronic Myeloid Leukemia (CML)
CBS,CBS,ENSG00000160200,CYSTATHIONINE BETA-SYNTHASE DEFICIENCY
CC2D1A,CC2D1A,ENSG00000132024,MENTAL RETARDATION AUTOSOMAL RECESSIVE TYPE 3
CC2D2A,CC2D2A,ENSG00000048342,"JOUBERT SYNDROME 9;COACH SYNDROME;MECKEL SYNDROME, TYPE 6"
CCBE1,CCBE1,ENSG00000183287,HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME
CCDC103,CCDC103,ENSG00000167131,PRIMARY CILIARY DYSKINESIA
CCDC114,CCDC114,ENSG00000105479,PRIMARY CILIARY DYSKINESIA
CCDC115,CCDC115,ENSG00000136710,Disorder of Golgi homeostasis
CCDC151,CCDC151,ENSG00000198003,PRIMARY CILLARY DYSKINEASIA
CCDC22,CCDC22,ENSG00000101997,SYNDROMIC X-LINKED INTELLECTUAL DISABILITY
CCDC28B,CCDC28B,ENSG00000160050,Ciliopathy genes associated with cystic kidney disease
CCDC39,CCDC39,ENSG00000145075,"CILIARY DYSKINESIA, PRIMARY, 14"
CCDC40,CCDC40,ENSG00000141519,"CILIARY DYSKINESIA, PRIMARY, 15"
CCDC47,CCDC47,ENSG00000108588,"Woolly hair;Abnormality of the liver;Global developmental delay;Intellectual disability;Trichohepatoneurodevelopmental syndrome, 618268"
